BHK,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2,940,2,0,1,1,2,0,12000
2,850,1,0,1,1,1,0,12000
2,990,2,0,0,1,2,0,24000
2,750,1,0,1,1,2,0,12000
1,500,1,0,1,1,1,0,10000
3,1430,1,0,1,1,2,0,24000
1,600,2,0,1,2,1,0,9000
2,900,2,0,1,1,1,0,12000
2,1100,1,0,1,1,2,0,11000
2,900,2,0,1,1,1,0,15000
1,600,1,0,1,1,1,0,5500
2,1000,2,0,1,2,2,0,18000
2,1150,2,0,0,0,2,1,42000
2,1250,1,0,1,1,2,0,18000
2,1000,1,0,1,1,2,0,15000
1,500,1,0,1,1,1,0,6000
3,2000,1,0,1,1,3,0,30000
2,850,1,0,1,1,2,0,12000
2,990,2,0,1,1,2,0,10000
2,850,2,0,1,0,1,0,9500
2,1000,1,0,1,1,2,0,16000
2,650,1,0,1,1,2,0,9500
1,400,2,0,1,1,1,0,6500
2,1000,2,0,1,1,2,0,13500
2,1350,1,0,1,1,2,0,25000
2,600,1,0,1,1,2,0,9500
4,4000,1,0,0,1,5,0,190000
2,950,2,0,2,1,2,0,90000
2,777,2,0,1,2,2,1,24000
3,1200,2,0,1,1,2,0,15000
2,1600,1,0,0,1,3,0,22000
3,1500,2,0,1,0,3,1,34000
2,570,1,0,1,1,2,0,12500
3,1800,2,0,1,1,3,0,28000
2,1100,1,0,1,1,1,0,12000
1,400,1,0,2,1,1,0,8000
1,750,2,0,1,1,1,0,7500
2,1400,2,0,0,0,2,1,34000
3,1789,1,0,1,2,3,1,32000
2,650,2,0,1,1,1,0,14500
2,1200,1,0,1,1,2,0,16000
1,460,1,0,1,1,1,0,7500
2,500,2,0,1,1,1,0,7500
2,1080,2,0,1,2,2,0,19500
3,2000,2,0,0,0,2,1,75000
2,1100,1,0,1,1,2,0,16500
2,1025,1,0,2,0,2,0,14500
2,650,2,0,2,1,2,0,16000
2,800,1,0,1,1,1,0,8000
3,2800,2,0,0,1,3,1,280000
2,1100,2,0,0,0,2,1,21000
3,1300,2,0,1,0,3,1,30000
3,2000,1,0,1,0,3,1,65000
3,2500,2,0,2,0,3,1,180000
2,600,1,0,1,1,2,0,10000
2,630,1,0,0,1,2,0,12000
2,550,1,0,2,1,2,0,9000
2,1025,1,0,1,2,2,0,22000
1,500,2,0,1,0,1,0,10000
3,1286,2,0,1,0,3,1,48000
1,800,1,0,1,1,1,0,11000
2,900,1,0,1,1,2,0,11000
3,1618,1,0,1,1,3,0,40000
1,500,1,0,1,1,1,0,10000
1,450,2,0,1,1,1,0,6500
2,850,1,0,1,1,2,0,18000
3,1374,1,0,1,2,2,1,22000
3,1600,1,0,1,1,3,0,28000
1,400,1,0,1,1,1,0,6200
3,1500,2,0,0,1,3,1,110000
2,800,1,0,2,1,1,0,5500
3,1580,2,0,2,0,3,1,50000
2,700,2,0,1,1,1,0,12000
2,700,1,0,1,1,1,0,11500
1,550,2,0,1,1,1,1,16000
1,450,2,0,1,1,1,1,11000
4,4550,1,0,1,2,5,1,150000
1,400,1,0,1,0,1,0,9000
1,650,1,0,1,1,1,0,6000
2,700,1,0,1,1,2,0,12000
2,1333,1,0,2,0,2,0,16000
3,1500,2,0,1,1,2,1,35000
1,425,2,0,1,1,1,1,9000
1,300,1,0,2,1,1,0,8000
2,650,2,0,2,2,2,0,13500
2,800,1,0,1,2,2,0,14000
2,1200,2,0,1,2,2,0,14000
1,500,1,0,2,1,1,0,4700
2,1000,1,0,1,1,2,0,17000
2,600,1,0,1,1,2,0,11000
1,600,1,0,1,1,1,0,12000
3,1875,1,0,1,1,2,0,30000
2,1000,1,0,1,1,2,0,12000
3,1300,1,0,0,1,2,0,21000
1,350,1,0,2,1,1,0,6000
2,900,1,0,2,1,2,0,18500
1,200,2,0,1,1,1,0,4750
2,700,1,0,1,1,2,0,15000
2,1000,2,0,1,0,2,0,17600
3,1700,2,0,1,1,3,1,35000
2,600,1,0,1,1,1,0,8000
1,650,1,0,1,1,1,0,7000
2,750,1,0,1,1,1,0,15000
3,1750,1,0,1,1,3,0,30000
3,1950,2,0,1,1,3,1,100000
2,1065,2,0,1,1,2,1,18000
2,600,1,0,1,1,1,0,8000
2,600,1,0,1,1,1,0,9000
1,500,1,0,2,1,1,0,6000
2,600,1,0,1,1,1,0,7500
1,600,2,0,1,1,1,1,15000
2,900,2,0,1,1,1,0,10000
2,500,1,0,1,1,2,0,14000
1,600,1,0,2,1,1,0,7000
3,1710,2,0,2,1,3,1,60000
1,600,1,0,2,0,1,0,6000
3,1100,2,0,1,1,2,0,17000
2,920,1,0,1,1,2,0,15000
1,750,1,0,1,1,1,0,8200
1,300,1,0,1,1,1,0,8500
3,1660,2,0,1,1,2,0,20000
1,400,1,0,1,1,1,0,8000
2,300,1,0,1,1,1,0,20000
1,300,2,0,2,0,1,0,11500
3,2000,2,0,0,1,2,0,30000
3,1200,2,0,1,0,3,0,22000
1,300,1,0,1,1,1,0,6500
1,700,1,0,2,1,1,0,6500
2,850,1,0,1,1,3,0,16000
1,700,2,0,0,1,1,1,24000
1,455,2,0,1,1,1,1,15000
2,1000,2,0,1,1,2,0,18000
1,600,1,0,1,1,1,0,8500
1,250,1,0,2,1,1,0,4000
1,400,1,0,2,1,1,0,5000
2,1200,2,0,1,1,2,1,22000
1,500,2,0,1,0,1,0,12000
1,350,1,0,2,1,1,0,9000
2,1100,1,0,1,1,2,0,7500
2,1650,1,0,2,1,3,0,30000
4,1000,1,0,1,1,2,0,14000
2,500,1,0,1,1,1,0,9250
1,700,1,0,1,1,2,0,13000
2,1200,1,0,2,1,2,0,12000
1,600,1,0,2,1,1,0,12000
2,925,1,0,2,1,2,0,10000
3,2400,2,0,1,0,3,1,60000
3,1500,2,0,1,1,3,1,35000
2,600,1,0,2,1,2,0,12000
1,435,2,0,1,1,1,1,14000
1,650,2,0,1,1,1,0,8000
2,700,2,0,1,1,2,0,11000
2,890,2,0,1,1,2,1,20000
1,600,1,0,0,1,1,0,12500
2,1250,2,0,1,1,2,1,35000
3,1350,2,0,1,1,2,1,26000
3,2600,2,0,1,2,4,1,85000
1,440,2,0,1,1,1,1,14000
2,1150,2,0,1,1,2,0,22000
1,450,1,0,1,1,1,0,7000
2,1150,1,0,0,1,2,0,16000
2,600,2,0,2,0,1,0,11000
2,980,2,0,1,2,2,1,20000
3,1850,2,0,0,1,3,0,60000
2,625,2,0,1,1,2,0,5000
1,100,1,0,1,1,2,0,4000
2,1200,2,0,1,1,1,0,15000
3,1200,2,0,1,1,2,0,18000
2,1080,2,0,1,0,1,0,12000
1,700,1,0,1,1,1,0,8500
2,800,1,0,2,1,2,0,11000
3,1880,1,0,1,2,2,0,42000
2,1305,1,0,1,1,2,0,25000
1,600,1,0,1,1,1,0,8500
2,950,1,0,1,1,2,0,12500
2,1188,1,0,2,1,2,0,18000
1,500,1,0,2,1,1,0,6000
2,875,1,0,1,1,2,0,9000
3,2100,2,0,2,0,3,1,54000
3,1200,1,0,0,1,2,0,22000
3,2390,1,0,1,1,3,0,120000
1,600,1,0,1,1,1,0,7000
2,1150,2,0,1,2,2,1,28000
3,1788,2,0,1,2,3,1,55000
2,1250,1,0,1,1,2,0,19000
1,600,2,0,1,1,1,1,11000
3,1600,1,0,1,1,2,0,18000
3,1520,2,0,1,1,4,1,70000
1,550,2,0,1,0,1,1,12000
2,1100,1,0,1,1,2,0,18000
2,1100,2,0,1,1,2,1,30000
2,1100,1,0,1,1,2,0,10000
1,400,1,0,2,1,1,0,6000
1,300,1,0,1,1,1,0,4500
1,500,1,0,1,1,1,0,8000
2,1100,2,0,0,0,2,1,20000
2,1000,2,0,2,2,2,0,17500
2,850,1,0,1,1,2,0,22000
2,1020,1,0,1,1,2,0,17000
2,1250,1,0,2,0,2,0,22000
3,1400,1,0,1,1,3,0,24000
1,600,1,0,2,1,1,0,12000
1,200,1,0,2,1,1,0,4500
1,300,1,0,2,1,1,0,5000
1,400,1,0,0,1,1,0,6000
1,450,1,0,1,1,1,0,11000
2,1180,1,0,1,1,2,0,20000
3,1460,2,0,2,0,3,1,35000
3,1464,2,0,1,1,3,0,24000
2,700,2,0,1,0,2,0,10000
2,680,2,0,1,1,2,0,16000
3,2750,2,0,1,0,4,1,100000
2,800,1,0,1,1,1,0,14000
2,600,2,0,2,0,1,0,7500
3,1200,2,0,2,0,3,0,16000
4,3200,2,0,1,1,3,1,65000
2,1800,1,0,1,1,2,0,18000
1,500,1,0,0,1,1,0,8000
2,1200,1,0,2,1,2,0,11000
1,750,1,0,2,1,1,0,8000
1,700,1,0,1,1,2,0,13000
2,1000,2,0,2,0,2,1,30000
2,800,1,2,1,1,2,0,14000
1,200,1,2,0,0,1,0,20000
3,1800,2,2,1,1,3,0,80000
1,400,2,2,2,1,1,1,9500
3,600,2,2,2,0,3,1,14000
3,1550,2,2,1,0,3,1,65000
2,650,2,2,2,0,2,0,18500
2,850,2,2,2,1,2,1,40000
4,2000,2,2,2,0,4,1,90000
1,180,1,2,2,1,1,0,3500
3,140,2,2,1,0,2,1,25000
1,450,2,2,1,1,1,0,9000
3,2500,2,2,1,1,3,1,90000
1,720,2,2,2,1,1,0,22000
2,400,2,2,2,0,1,1,12000
2,450,2,2,2,0,1,0,11000
1,250,2,2,1,1,1,0,20000
4,3000,1,2,1,1,5,1,260000
2,550,2,2,2,0,2,1,11000
2,450,2,2,2,1,1,0,10000
3,2500,2,2,2,0,3,1,60000
4,800,1,2,2,1,4,1,350000
2,100,1,2,2,0,2,0,16000
1,400,2,2,0,0,1,0,16000
2,750,2,2,1,0,2,0,12000
1,400,2,2,1,1,1,1,8000
3,1100,2,2,1,1,2,1,14000
1,450,2,2,0,1,1,0,14900
2,850,2,2,2,1,2,0,15000
3,600,2,2,1,1,1,1,10000
2,750,2,2,2,1,2,1,40000
1,500,2,2,1,0,1,1,9000
1,350,2,2,1,1,1,1,7000
2,623,2,2,0,1,1,0,13500
3,2400,2,2,1,0,3,1,95000
1,75,2,2,2,1,1,1,20000
2,450,2,2,1,1,1,0,7500
2,445,2,2,2,1,2,0,9000
3,300,2,2,0,0,3,1,80000
3,1670,1,2,1,1,3,0,50000
1,550,2,2,1,0,1,1,13000
1,350,2,2,1,0,1,1,12000
2,650,2,2,1,1,2,1,16000
2,70,1,2,1,1,1,0,13000
2,100,2,2,1,1,2,0,29000
3,800,1,2,2,1,1,0,18000
2,60,1,2,2,1,1,0,8500
3,2000,2,2,1,1,2,0,27000
2,600,2,2,2,1,2,0,18000
1,450,2,2,1,0,1,0,11500
2,2200,2,2,2,0,3,1,80000
2,600,2,2,2,0,2,0,15500
4,2000,2,2,1,1,3,1,55000
2,800,1,2,1,1,2,0,20000
3,170,2,2,2,1,2,1,35000
2,150,2,2,2,1,2,1,38000
2,650,2,2,2,1,2,0,16000
3,1250,2,2,1,1,3,1,50000
1,600,1,2,1,1,2,0,9500
4,2100,2,2,1,1,4,1,90000
1,450,1,2,2,0,1,0,10000
2,100,2,2,2,0,2,0,25000
1,650,1,2,0,1,1,0,30000
2,48,1,2,2,1,2,0,12000
2,550,2,2,1,1,2,0,16500
1,240,1,2,2,1,1,0,4500
2,700,2,2,1,0,2,0,30000
1,48,1,2,1,1,1,0,12000
2,100,1,2,2,1,2,0,23000
3,1901,1,2,1,1,3,0,70000
1,50,2,2,2,1,1,0,5500
3,1300,2,2,1,0,3,1,35000
2,145,1,2,2,1,2,0,9000
2,800,2,2,2,1,3,1,22000
3,1100,1,2,1,1,4,0,35000
1,450,1,2,1,1,1,0,12000
2,300,2,2,2,1,1,0,6000
2,1040,2,2,1,0,3,0,22000
1,25,2,2,2,1,1,0,5000
2,900,1,2,1,1,2,0,20500
2,1100,1,2,2,1,1,0,7500
2,380,1,2,2,1,2,0,5500
3,450,2,2,1,0,2,0,25000
1,550,2,2,1,0,1,1,13000
1,180,1,2,1,1,1,0,5000
3,1650,2,2,1,1,2,0,40000
1,250,1,2,0,1,1,0,12500
1,400,2,2,2,1,1,0,6000
2,900,2,2,1,1,2,1,15500
3,1900,1,2,0,1,3,0,75000
3,892,2,2,2,1,2,0,36000
1,400,2,2,1,0,1,1,13000
3,100,2,2,2,0,2,0,45000
2,60,1,2,2,1,1,0,2000
2,80,1,2,1,1,2,0,28000
2,450,2,2,1,1,1,1,9000
1,520,2,2,1,1,1,0,12000
1,350,1,2,0,1,1,0,13000
2,600,2,2,1,0,2,0,11000
3,950,2,2,0,0,2,1,35000
2,450,2,2,1,1,1,1,10000
1,450,2,2,1,0,1,1,20000
2,850,2,2,1,0,2,1,25000
1,200,2,2,2,0,1,1,8000
4,3000,2,2,1,1,4,1,150000
3,1500,2,2,1,1,3,0,36000
2,700,1,2,2,1,2,0,12000
1,530,1,2,2,1,1,0,8500
3,800,2,2,2,0,2,1,17000
1,45,1,2,1,1,1,0,7500
1,900,1,2,0,1,1,0,16000
1,450,1,2,2,1,1,0,9000
2,650,1,2,2,1,1,0,8000
2,900,1,2,0,1,2,0,45000
2,900,2,2,0,1,2,0,27000
2,120,1,2,1,1,2,0,14000
2,600,2,2,2,0,2,1,14000
2,615,2,2,2,1,2,0,14000
1,225,2,2,1,1,1,0,7500
1,800,2,2,2,0,1,0,10000
1,400,2,2,1,0,1,0,7000
1,800,1,2,0,1,2,0,25000
2,60,1,2,1,1,1,0,9000
3,1000,1,2,2,1,2,0,22000
3,75,1,2,2,1,1,0,10000
3,800,1,2,2,1,2,0,11000
1,200,1,2,0,1,1,0,12500
3,800,2,2,2,0,2,1,15000
2,80,1,2,2,1,2,0,35000
2,900,1,2,2,2,2,0,35000
2,1125,1,2,0,1,2,0,52000
3,900,1,2,2,1,2,0,15000
2,1100,2,2,2,0,2,1,32000
1,400,2,2,2,1,1,1,11500
3,713,2,2,0,1,3,0,45000
2,700,2,2,2,0,1,1,16000
2,1000,2,2,1,1,2,0,20000
1,54,1,2,1,1,1,0,7000
3,200,2,2,2,0,3,1,85000
1,200,1,2,0,1,1,0,15000
2,800,1,2,0,1,2,0,22000
2,1000,1,2,2,1,2,0,32000
2,500,2,2,1,0,2,0,20000
1,300,1,2,1,1,1,0,35000
2,900,2,2,2,1,2,1,35000
3,240,2,2,2,1,3,1,65000
2,650,2,2,1,1,2,0,15000
3,950,2,2,1,0,2,0,12000
1,500,1,2,1,1,1,0,8000
1,500,1,2,1,1,1,0,11000
2,450,1,2,1,1,2,0,12000
4,2800,2,2,1,1,4,1,140000
2,150,1,2,1,1,1,0,24000
1,400,2,2,0,1,1,1,20000
3,100,1,2,0,1,2,0,16000
1,400,2,2,1,1,1,1,15000
2,900,2,2,1,1,2,1,28500
3,1350,1,2,1,2,3,0,30000
1,500,1,2,1,1,1,0,16000
3,1700,2,2,0,0,3,1,80000
1,400,2,2,2,1,1,1,11000
2,110,1,2,1,1,1,0,21000
3,1200,1,2,1,1,2,0,10500
2,50,2,2,1,1,2,0,15000
3,100,1,2,1,1,2,1,16000
2,1000,1,2,0,1,2,0,45000
1,63,1,2,0,1,1,0,6000
3,1800,1,2,1,1,2,0,40000
2,1440,2,2,1,0,2,1,36000
2,55,1,2,2,1,2,0,12000
3,1500,2,2,2,0,3,0,45000
2,400,1,2,2,1,1,0,20000
3,100,2,2,0,1,2,0,10000
2,500,1,2,2,1,1,0,5000
2,100,1,2,2,1,2,0,8000
2,455,1,2,2,1,1,0,13000
2,80,2,2,1,1,1,0,15000
2,450,1,2,2,1,1,0,7500
1,400,1,2,2,1,1,0,6000
4,300,1,2,2,1,4,0,100000
2,700,1,2,1,1,2,0,12000
2,600,1,2,1,1,2,0,10000
2,800,1,2,1,1,2,0,10000
2,950,1,2,2,1,2,0,12000
2,450,1,2,1,1,1,0,15000
1,450,2,2,2,1,1,0,10000
2,68,1,2,2,1,1,0,12000
2,850,2,2,2,1,2,1,14500
2,1000,1,2,1,1,2,0,18500
1,600,2,2,0,0,1,1,24000
2,65,1,2,2,1,1,0,11000
3,1700,2,2,1,0,3,1,52000
3,1800,2,2,1,1,3,1,70000
2,1000,1,2,1,1,1,0,12000
2,900,2,2,1,0,2,1,22000
4,2300,1,2,1,1,4,0,200000
2,75,1,2,2,1,2,0,20000
3,200,2,2,1,0,3,1,45000
1,200,2,2,2,0,1,1,8000
1,200,2,2,2,0,1,1,8000
2,450,2,2,1,1,1,1,9500
2,750,2,2,0,0,2,1,25000
2,400,2,2,2,0,1,1,12000
2,84,2,2,1,0,2,1,24000
2,90,1,2,2,1,2,0,27000
2,90,1,2,1,1,2,0,18000
2,500,1,2,1,1,2,0,17000
2,75,1,2,2,1,2,0,15000
1,512,2,2,0,1,1,1,13000
3,1500,2,2,1,0,3,1,70000
1,446,1,2,2,1,1,0,14000
3,1100,1,2,1,1,2,0,32000
1,125,1,2,2,1,1,0,4000
3,1800,1,2,0,1,3,0,100000
3,1300,1,2,2,1,2,1,20000
3,2000,1,2,1,2,2,0,30000
2,1200,2,2,0,0,2,0,150000
3,125,1,2,2,0,2,0,19500
2,730,2,2,2,1,2,1,18000
2,160,2,2,1,1,2,0,25000
2,1000,1,2,2,1,2,0,18000
1,450,1,2,0,1,1,0,10000
2,75,1,2,0,1,2,0,12000
3,2000,1,2,1,0,3,1,25000
4,2400,1,2,2,0,3,1,40000
2,1800,1,2,1,0,2,1,30000
3,1800,1,2,2,2,3,1,29000
3,2200,1,2,2,1,3,1,35000
3,2200,2,2,1,1,2,1,21000
3,900,2,2,1,1,2,1,31000
2,75,1,2,2,1,1,0,8000
2,75,1,2,1,1,2,0,15500
3,1800,2,2,1,1,3,1,32000
3,160,2,2,1,1,3,1,30000
4,2700,2,2,1,0,4,1,42000
3,1050,2,2,0,1,2,1,20500
3,1800,1,2,0,1,3,0,60000
2,2700,1,2,0,1,2,1,95000
1,499,2,2,1,2,1,0,16000
1,450,2,2,2,0,1,1,8500
1,60,1,2,2,1,1,0,14000
3,2200,1,2,2,1,3,1,140000
2,130,1,2,2,1,1,0,8000
3,650,1,2,1,1,1,0,12500
2,100,1,2,2,1,1,0,14000
2,45,1,2,2,1,1,0,6000
2,600,1,2,2,1,2,0,10000
3,800,1,2,2,1,1,0,15000
3,1500,2,2,2,1,3,0,8000
1,30,1,2,0,1,1,0,10000
1,55,1,2,2,1,1,0,8500
2,900,2,2,1,1,2,0,25000
2,1000,2,2,2,1,1,0,13000
1,360,1,2,1,1,1,0,6000
1,450,1,2,0,1,1,0,7000
2,900,1,2,1,1,2,0,22000
2,1100,1,2,0,1,2,0,40000
2,700,1,2,0,1,2,0,22000
1,400,1,2,2,1,1,0,4500
3,950,1,2,2,1,2,0,15000
3,3000,1,2,1,1,4,1,130000
2,950,2,2,2,1,2,1,23000
3,1100,1,2,1,1,3,1,45000
1,497,2,2,2,1,1,1,15000
3,100,1,2,1,1,2,0,13000
2,70,1,2,1,1,2,0,10000
2,55,1,2,2,1,2,0,10000
1,300,1,2,2,1,1,0,6500
1,400,2,2,2,0,1,0,7000
2,500,1,2,1,1,2,0,7000
4,650,1,2,0,1,2,0,17401
1,630,1,2,0,1,1,0,5500
1,450,1,2,2,2,1,0,20000
2,500,1,2,1,1,1,0,7000
5,200,2,2,2,0,5,1,190000
2,95,1,2,1,1,1,0,13000
4,272,2,2,0,0,3,1,60000
2,800,2,2,2,1,2,1,17000
2,50,1,2,2,1,2,0,16000
1,400,1,2,0,1,1,0,9500
1,450,1,2,2,1,1,0,5000
3,1800,2,2,1,1,3,1,27000
3,1800,2,2,1,1,3,1,29000
3,2000,2,2,1,1,3,1,29000
4,2700,2,2,1,1,4,1,37000
4,2700,2,2,1,1,3,1,36000
3,1800,2,2,1,0,3,1,35000
4,2700,2,2,1,0,4,1,42000
3,1800,2,2,1,1,3,1,37000
3,1800,2,2,1,1,3,1,30000
3,1200,1,2,1,1,2,0,20000
1,600,2,2,1,0,1,0,8500
1,350,1,2,0,1,1,0,11000
2,100,1,2,1,1,2,0,14000
3,1800,2,2,2,1,3,1,55000
2,900,2,2,1,0,2,1,25000
3,1150,2,2,2,1,2,1,20500
4,1400,2,2,1,1,2,1,28000
1,500,1,2,1,1,1,0,5000
4,300,2,2,1,1,3,1,35000
3,1800,2,2,1,1,3,1,30000
1,500,2,2,2,1,1,1,10000
1,500,1,2,2,1,1,0,11000
2,80,1,2,1,1,2,0,17000
2,1000,1,2,1,0,2,1,35000
3,1600,1,2,2,1,2,0,30000
4,1800,1,2,1,1,4,0,30000
2,400,2,2,1,1,2,1,13000
2,900,1,2,1,1,2,0,13000
1,480,2,2,2,1,1,1,11000
1,180,2,2,2,0,1,0,13000
2,1000,2,2,2,0,2,1,33000
3,1120,1,2,2,1,2,0,25000
3,1800,2,2,1,0,3,1,70000
3,1200,2,2,1,1,2,0,30000
1,550,1,2,1,1,1,1,9000
2,1400,1,2,2,0,1,0,14500
3,1600,2,2,1,0,2,1,50000
1,650,2,2,1,1,1,1,20000
4,120,1,2,0,1,4,0,15000
2,450,2,2,2,1,1,0,7500
1,520,1,2,0,1,1,0,13500
1,850,1,2,1,0,1,0,14000
2,850,2,2,1,0,2,1,18000
2,585,2,2,1,1,1,0,14000
3,1600,2,2,0,1,2,1,65000
2,950,1,2,2,1,2,0,22000
1,120,1,2,2,1,1,0,4000
2,500,1,2,1,1,1,0,10000
1,200,2,2,2,0,1,1,7500
1,550,1,2,1,1,1,0,17000
1,650,2,2,1,1,1,1,18000
4,2800,2,2,2,0,4,1,70000
1,50,1,2,0,1,1,0,10000
2,550,2,2,2,1,1,0,15000
2,90,1,2,1,1,2,0,16500
3,2925,1,2,1,1,3,1,100000
1,150,2,2,0,1,1,0,7500
2,450,1,2,2,1,1,0,6000
2,750,2,2,2,0,2,0,18000
2,975,1,2,1,1,1,0,18000
3,106,1,2,1,1,1,0,8000
2,750,1,2,0,1,2,0,14000
2,80,1,2,1,1,2,0,11000
3,96,1,2,2,1,2,0,25000
1,500,1,2,2,1,1,0,9000
3,1550,2,2,1,1,2,1,47000
2,1000,1,2,1,1,2,0,20000
1,400,1,2,2,1,1,0,6000
1,450,1,2,2,1,1,0,5000
2,1000,1,2,1,2,1,0,20000
1,450,1,2,2,1,1,0,10000
3,100,1,2,1,1,2,0,15000
2,550,2,2,1,1,2,1,13500
1,400,1,2,1,1,1,0,5500
1,60,1,2,0,1,1,0,14000
4,900,1,2,2,1,2,0,18000
1,700,1,2,1,1,1,0,20000
2,500,1,2,2,1,1,0,9300
3,2000,2,2,0,0,3,1,80000
2,400,2,2,1,0,1,0,7500
3,1500,2,2,2,0,2,1,30000
2,70,1,2,2,1,1,0,13000
2,60,1,2,2,1,2,0,8500
3,200,2,2,1,0,3,1,44300
2,1650,2,2,0,0,2,1,45000
2,1150,2,2,2,0,2,1,30000
2,1800,2,2,0,0,2,1,40000
4,4000,2,2,1,1,5,1,530000
2,900,1,2,2,1,1,0,12000
2,700,1,2,2,1,1,0,13500
2,900,1,2,2,1,2,0,30000
1,400,1,2,1,1,1,0,9500
4,2700,2,2,2,0,4,1,200000
3,2000,1,2,2,1,3,0,30000
2,450,1,2,2,1,1,0,9000
2,400,2,2,2,0,1,1,13000
2,500,1,2,1,1,1,0,7000
1,450,2,2,0,1,1,1,18000
1,350,1,2,2,1,1,0,3500
4,272,2,2,2,1,4,1,65000
1,545,1,2,0,1,1,0,19000
2,84,1,2,1,1,2,0,23000
1,600,1,2,0,1,1,0,12000
2,75,1,2,2,1,2,0,15000
3,165,2,2,1,0,2,0,38000
3,1100,2,2,2,0,3,1,50000
1,500,1,2,2,1,1,0,6500
3,150,2,2,1,0,3,1,35000
2,70,1,2,1,1,2,0,15000
3,250,1,2,1,1,2,0,30000
2,70,1,2,2,1,2,0,10000
1,300,2,2,1,0,1,1,18000
3,1800,2,2,1,0,3,1,30000
1,400,2,2,1,1,1,1,16000
3,1250,1,2,1,1,2,0,22000
2,480,1,2,1,1,1,0,9000
2,84,2,2,1,0,2,1,20200
2,84,2,2,1,0,2,1,19500
2,600,2,2,1,0,2,1,21000
2,600,2,2,1,0,2,1,20000
2,720,1,2,1,1,2,0,13000
2,75,2,2,2,1,1,0,6500
3,1000,1,2,2,1,2,0,25000
2,900,2,2,1,0,2,1,20000
2,2200,2,2,1,2,2,0,33000
3,900,2,2,1,1,1,0,18000
1,550,2,2,1,1,1,0,13000
2,450,1,2,0,1,1,0,10000
2,470,1,2,0,1,2,0,10000
3,125,1,2,1,1,2,0,23000
1,400,2,2,0,1,1,1,20000
4,2600,2,2,1,1,4,0,150000
3,1500,2,2,1,1,3,1,25000
2,80,1,2,1,1,1,0,21000
3,1100,2,2,1,1,2,0,30000
2,1000,1,2,1,1,2,0,22000
2,800,1,2,2,1,2,0,14000
2,50,1,2,0,1,1,0,7000
2,1000,1,2,1,1,2,0,18500
1,550,2,2,2,0,1,1,8500
1,450,2,2,2,0,1,1,8000
2,670,1,2,0,1,2,0,10000
2,700,1,2,1,1,1,0,15000
3,125,1,2,1,0,2,0,37000
3,1872,1,2,1,1,3,1,90000
2,650,2,2,2,1,1,1,12000
2,550,2,2,2,0,2,1,13000
2,84,2,2,1,0,2,1,22000
1,90,1,2,2,1,2,0,4000
2,1000,1,2,2,1,2,0,12000
1,65,1,2,2,1,1,0,9000
2,75,1,2,2,1,1,0,14000
1,250,2,2,0,0,1,1,15000
2,900,1,2,2,0,2,0,12500
3,900,2,2,1,0,3,1,30000
2,650,1,2,2,1,2,0,9500
2,900,1,2,1,1,2,0,15000
1,800,1,2,1,1,1,0,12000
1,410,2,2,2,0,1,0,8000
3,1500,1,2,0,1,3,0,70000
4,2800,2,2,2,1,4,0,250000
3,1800,2,2,1,0,2,1,31500
2,1400,2,2,1,0,2,1,30000
3,1600,1,2,1,1,3,0,60000
3,1200,2,2,1,0,2,1,35000
3,1150,2,2,2,1,3,1,55000
2,110,1,2,1,1,1,0,20000
1,300,1,2,0,1,1,0,6500
2,750,2,2,1,1,2,1,17000
1,450,2,2,1,0,1,1,9300
2,410,1,2,2,1,1,0,7500
2,800,1,2,0,1,1,0,20000
3,120,1,2,0,1,3,0,18000
1,650,2,2,0,0,1,1,15000
2,400,2,2,2,0,1,1,13000
2,810,1,2,1,1,2,0,20000
3,700,1,2,0,1,2,0,12000
2,1125,1,2,0,1,2,0,40000
2,600,1,2,2,1,2,0,8000
3,1300,2,2,0,0,3,1,95000
3,1450,2,2,1,1,3,1,68000
3,110,1,2,2,1,2,0,18000
4,3500,2,2,1,0,6,1,130000
4,4000,2,2,1,0,7,1,150000
3,2500,2,2,1,0,4,1,75000
4,3000,2,2,1,0,5,1,110000
4,3500,2,2,1,0,6,1,150000
1,240,1,2,1,0,1,0,10000
3,1250,2,2,2,0,2,1,24000
3,1000,1,2,1,1,2,0,28000
3,900,2,2,2,0,2,0,28000
2,900,2,2,1,1,2,1,18000
3,1250,2,2,2,1,3,1,27000
2,650,2,2,2,1,2,1,17000
3,3200,1,2,1,1,4,0,350000
2,900,1,2,1,1,1,0,25000
3,1250,2,2,2,0,2,1,16500
2,60,2,2,1,0,2,0,14000
2,90,1,2,2,1,2,0,18000
2,55,1,2,2,1,1,0,10000
2,50,1,2,2,1,1,0,10000
4,400,2,2,2,1,4,1,100000
2,680,2,2,0,0,1,1,25000
2,756,2,2,1,0,2,1,22999
2,500,1,2,2,1,1,0,6000
2,900,2,2,0,1,2,0,40000
3,2000,1,2,0,1,3,0,250000
1,40,2,2,0,1,1,1,13000
1,100,1,2,0,1,1,1,14000
2,950,2,2,1,1,2,0,20000
1,200,2,2,0,0,1,0,5500
2,900,2,2,0,1,2,1,32000
2,750,1,2,1,1,1,0,8000
3,1400,2,2,2,2,3,1,25000
2,100,2,2,1,1,2,1,28000
2,100,1,2,1,1,2,1,22000
1,100,1,2,1,1,1,1,21000
2,1000,1,2,1,1,2,1,30000
